,puntuacion usuarios,marca
7462,8.1,NINTENDO
16522,8.1,NINTENDO
7906,8.1,NINTENDO
8967,8.1,NINTENDO
7850,8.1,NINTENDO
14882,8.1,NINTENDO
8608,8.1,NINTENDO
5109,8.1,NINTENDO
5627,8.1,NINTENDO
6522,8.1,NINTENDO
8361,8.1,NINTENDO
8377,8.1,NINTENDO
8395,8.1,NINTENDO
5661,8.1,NINTENDO
16867,8.1,NINTENDO
8447,8.1,NINTENDO
14790,8.1,NINTENDO
95,8.1,NINTENDO
14783,8.1,NINTENDO
4527,8.1,NINTENDO
8533,8.1,NINTENDO
785,8.1,NINTENDO
4484,8.1,NINTENDO
14926,8.1,NINTENDO
8559,8.1,NINTENDO
4730,8.1,NINTENDO
951,8.1,NINTENDO
8328,8.1,NINTENDO
7641,8.1,NINTENDO
16931,8.1,NINTENDO
5074,8.1,NINTENDO
7494,8.1,NINTENDO
15683,8.1,NINTENDO
157,8.1,NINTENDO
4102,8.1,NINTENDO
4115,8.1,NINTENDO
14840,8.1,NINTENDO
8730,8.1,NINTENDO
6623,8.1,NINTENDO
15690,8.1,NINTENDO
15525,8.1,NINTENDO
8219,8.1,NINTENDO
4873,8.1,NINTENDO
5669,8.1,NINTENDO
625,8.1,NINTENDO
9569,8.1,NINTENDO
7848,8.1,NINTENDO
2639,8.1,NINTENDO
15933,8.1,NINTENDO
15133,8.1,NINTENDO
9624,8.1,NINTENDO
3404,8.1,NINTENDO
3405,8.1,NINTENDO
5988,8.1,NINTENDO
1265,8.1,NINTENDO
16403,8.1,NINTENDO
16266,8.1,NINTENDO
2252,8.1,NINTENDO
15843,8.1,NINTENDO
6403,8.1,NINTENDO
17094,8.1,NINTENDO
1708,8.1,NINTENDO
15205,8.1,NINTENDO
15325,8.1,NINTENDO
11719,8.1,NINTENDO
11746,8.1,NINTENDO
2163,8.1,NINTENDO
6162,8.1,NINTENDO
1561,8.1,NINTENDO
2629,8.1,NINTENDO
2930,8.1,NINTENDO
17582,8.1,NINTENDO
17696,8.1,NINTENDO
15135,8.1,NINTENDO
11333,8.1,NINTENDO
15882,8.1,NINTENDO
12999,8.1,NINTENDO
1629,8.1,NINTENDO
5954,8.1,NINTENDO
6862,8.1,NINTENDO
3095,8.1,NINTENDO
17681,8.1,NINTENDO
11070,8.1,NINTENDO
2445,8.1,NINTENDO
13000,8.1,NINTENDO
3260,8.1,NINTENDO
5986,8.1,NINTENDO
17683,8.1,NINTENDO
17547,8.1,NINTENDO
10309,8.1,NINTENDO
7054,8.1,NINTENDO
11007,8.1,NINTENDO
17163,8.1,NINTENDO
11470,8.1,NINTENDO
2549,8.1,NINTENDO
1409,8.1,NINTENDO
6145,8.1,NINTENDO
6178,8.1,NINTENDO
3623,8.1,NINTENDO
17607,8.1,NINTENDO
2008,8.1,NINTENDO
17606,8.1,NINTENDO
12252,8.1,NINTENDO
15839,8.1,NINTENDO
15078,8.1,NINTENDO
15907,8.1,NINTENDO
12237,8.1,NINTENDO
17419,8.1,NINTENDO
3813,8.1,NINTENDO
15992,8.1,NINTENDO
15824,8.1,NINTENDO
9135,8.1,NINTENDO
15823,8.1,NINTENDO
2845,8.1,NINTENDO
6935,8.1,NINTENDO
7413,8.1,NINTENDO
7422,8.1,NINTENDO
2837,8.1,NINTENDO
3879,8.1,NINTENDO
16967,8.1,NINTENDO
3886,8.1,NINTENDO
12174,8.1,NINTENDO
17207,8.1,NINTENDO
17147,8.1,NINTENDO
2024,8.1,NINTENDO
9347,8.1,NINTENDO
2645,8.1,NINTENDO
2083,8.1,NINTENDO
14157,8.1,NINTENDO
1184,8.1,NINTENDO
17634,8.1,NINTENDO
9370,8.1,NINTENDO
13316,8.1,NINTENDO
14324,8.1,NINTENDO
15210,8.1,NINTENDO
1764,8.1,NINTENDO
2037,8.1,NINTENDO
17013,8.1,NINTENDO
2051,8.1,NINTENDO
10659,8.1,NINTENDO
2772,8.0,NINTENDO
2638,8.0,NINTENDO
13401,8.0,NINTENDO
7714,8.0,NINTENDO
7150,8.0,NINTENDO
2592,8.0,NINTENDO
15018,8.0,NINTENDO
6538,8.0,NINTENDO
14816,8.0,NINTENDO
6057,8.0,NINTENDO
13219,8.0,NINTENDO
15539,8.0,NINTENDO
10877,8.0,NINTENDO
11053,8.0,NINTENDO
13361,8.0,NINTENDO
5466,8.0,NINTENDO
16811,8.0,NINTENDO
15513,8.0,NINTENDO
8246,8.0,NINTENDO
17231,8.0,NINTENDO
10775,8.0,NINTENDO
8037,8.0,NINTENDO
14836,8.0,NINTENDO
14900,8.0,NINTENDO
11830,8.0,NINTENDO
2094,8.0,NINTENDO
12511,8.0,NINTENDO
16756,8.0,NINTENDO
5204,8.0,NINTENDO
11851,8.0,NINTENDO
11854,8.0,NINTENDO
7939,8.0,NINTENDO
16755,8.0,NINTENDO
6561,8.0,NINTENDO
17376,8.0,NINTENDO
16284,8.0,NINTENDO
16794,8.0,NINTENDO
15084,8.0,NINTENDO
1793,8.0,NINTENDO
17475,8.0,NINTENDO
16678,8.0,NINTENDO
12229,8.0,NINTENDO
1919,8.0,NINTENDO
16310,8.0,NINTENDO
1882,8.0,NINTENDO
16312,8.0,NINTENDO
10,8.0,NINTENDO
15598,8.0,NINTENDO
1723,8.0,NINTENDO
2126,8.0,NINTENDO
16656,8.0,NINTENDO
11718,8.0,NINTENDO
4998,8.0,NINTENDO
4999,8.0,NINTENDO
15930,8.0,NINTENDO
2455,8.0,NINTENDO
174,8.0,NINTENDO
11295,8.0,NINTENDO
16388,8.0,NINTENDO
5042,8.0,NINTENDO
11451,8.0,NINTENDO
6311,8.0,NINTENDO
7051,8.0,NINTENDO
6310,8.0,NINTENDO
12785,8.0,NINTENDO
16780,8.0,NINTENDO
11577,8.0,NINTENDO
111,8.0,NINTENDO
16588,8.0,NINTENDO
5091,8.0,NINTENDO
5095,8.0,NINTENDO
7027,8.0,NINTENDO
14868,8.0,NINTENDO
2264,8.0,NINTENDO
11611,8.0,NINTENDO
7651,8.0,NINTENDO
6461,8.0,NINTENDO
16587,8.0,NINTENDO
4418,8.0,NINTENDO
982,8.0,NINTENDO
15329,8.0,NINTENDO
3604,8.0,NINTENDO
15760,8.0,NINTENDO
7356,8.0,NINTENDO
17750,8.0,NINTENDO
968,8.0,NINTENDO
1232,8.0,NINTENDO
12112,8.0,NINTENDO
14013,8.0,NINTENDO
13995,8.0,NINTENDO
15464,8.0,NINTENDO
6388,8.0,NINTENDO
4270,8.0,NINTENDO
9675,8.0,NINTENDO
3340,8.0,NINTENDO
4316,8.0,NINTENDO
8620,8.0,NINTENDO
16068,8.0,NINTENDO
15904,8.0,NINTENDO
4351,8.0,NINTENDO
14689,8.0,NINTENDO
3325,8.0,NINTENDO
3309,8.0,NINTENDO
14706,8.0,NINTENDO
3296,8.0,NINTENDO
13983,8.0,NINTENDO
6477,8.0,NINTENDO
994,8.0,NINTENDO
15763,8.0,NINTENDO
9223,8.0,NINTENDO
15408,8.0,NINTENDO
8963,8.0,NINTENDO
9004,8.0,NINTENDO
6449,8.0,NINTENDO
9128,8.0,NINTENDO
8898,8.0,NINTENDO
17838,8.0,NINTENDO
14941,8.0,NINTENDO
17835,8.0,NINTENDO
1116,8.0,NINTENDO
1119,8.0,NINTENDO
5726,8.0,NINTENDO
1149,8.0,NINTENDO
6666,8.0,NINTENDO
3741,8.0,NINTENDO
1156,8.0,NINTENDO
14639,8.0,NINTENDO
15353,8.0,NINTENDO
5702,8.0,NINTENDO
16100,8.0,NINTENDO
4084,8.0,NINTENDO
16921,8.0,NINTENDO
15347,8.0,NINTENDO
9355,8.0,NINTENDO
1001,8.0,NINTENDO
14224,8.0,NINTENDO
894,8.0,NINTENDO
3330,8.0,NINTENDO
13922,8.0,NINTENDO
3077,8.0,NINTENDO
665,8.0,NINTENDO
7199,8.0,NINTENDO
4606,8.0,NINTENDO
10380,8.0,NINTENDO
10384,8.0,NINTENDO
8429,8.0,NINTENDO
5565,8.0,NINTENDO
15221,8.0,NINTENDO
1452,8.0,NINTENDO
17197,8.0,NINTENDO
17660,8.0,NINTENDO
17199,8.0,NINTENDO
13623,8.0,NINTENDO
660,8.0,NINTENDO
659,8.0,NINTENDO
1467,8.0,NINTENDO
10406,8.0,NINTENDO
650,8.0,NINTENDO
17836,8.0,NINTENDO
6524,8.0,NINTENDO
14796,8.0,NINTENDO
10460,8.0,NINTENDO
5547,8.0,NINTENDO
15012,8.0,NINTENDO
17213,8.0,NINTENDO
15885,8.0,NINTENDO
8431,8.0,NINTENDO
10459,8.0,NINTENDO
840,8.0,NINTENDO
6509,8.0,NINTENDO
763,8.0,NINTENDO
13800,8.0,NINTENDO
10054,8.0,NINTENDO
805,8.0,NINTENDO
14726,8.0,NINTENDO
15875,8.0,NINTENDO
3252,8.0,NINTENDO
15266,8.0,NINTENDO
1356,8.0,NINTENDO
16903,8.0,NINTENDO
16239,8.0,NINTENDO
10205,8.0,NINTENDO
6045,7.9,NINTENDO
16104,7.9,NINTENDO
16390,7.9,NINTENDO
16154,7.9,NINTENDO
16670,7.9,NINTENDO
5934,7.9,NINTENDO
15679,7.9,NINTENDO
6245,7.9,NINTENDO
15801,7.9,NINTENDO
6526,7.9,NINTENDO
7843,7.9,NINTENDO
16419,7.9,NINTENDO
16425,7.9,NINTENDO
16515,7.9,NINTENDO
6620,7.9,NINTENDO
16185,7.9,NINTENDO
7659,7.9,NINTENDO
5982,7.9,NINTENDO
15676,7.9,NINTENDO
6997,7.9,NINTENDO
7116,7.9,NINTENDO
16209,7.9,NINTENDO
6656,7.9,NINTENDO
5836,7.9,NINTENDO
6649,7.9,NINTENDO
5665,7.9,NINTENDO
16040,7.9,NINTENDO
6668,7.9,NINTENDO
15638,7.9,NINTENDO
6615,7.9,NINTENDO
7315,7.9,NINTENDO
16399,7.9,NINTENDO
5819,7.9,NINTENDO
6368,7.9,NINTENDO
5636,7.9,NINTENDO
15602,7.9,NINTENDO
6004,7.9,NINTENDO
9585,7.9,NINTENDO
11893,7.9,NINTENDO
15151,7.9,NINTENDO
3989,7.9,NINTENDO
3964,7.9,NINTENDO
8974,7.9,NINTENDO
11619,7.9,NINTENDO
754,7.9,NINTENDO
14707,7.9,NINTENDO
11486,7.9,NINTENDO
3998,7.9,NINTENDO
952,7.9,NINTENDO
9102,7.9,NINTENDO
14099,7.9,NINTENDO
2427,7.9,NINTENDO
3739,7.9,NINTENDO
9306,7.9,NINTENDO
3992,7.9,NINTENDO
3999,7.9,NINTENDO
17058,7.9,NINTENDO
12022,7.9,NINTENDO
4323,7.9,NINTENDO
17720,7.9,NINTENDO
4287,7.9,NINTENDO
661,7.9,NINTENDO
8701,7.9,NINTENDO
8717,7.9,NINTENDO
16919,7.9,NINTENDO
4003,7.9,NINTENDO
11892,7.9,NINTENDO
4048,7.9,NINTENDO
8839,7.9,NINTENDO
15106,7.9,NINTENDO
11747,7.9,NINTENDO
17358,7.9,NINTENDO
9352,7.9,NINTENDO
2483,7.9,NINTENDO
15484,7.9,NINTENDO
10473,7.9,NINTENDO
2751,7.9,NINTENDO
3291,7.9,NINTENDO
17225,7.9,NINTENDO
17140,7.9,NINTENDO
3193,7.9,NINTENDO
10604,7.9,NINTENDO
14408,7.9,NINTENDO
14448,7.9,NINTENDO
10402,7.9,NINTENDO
2909,7.9,NINTENDO
17816,7.9,NINTENDO
14318,7.9,NINTENDO
10392,7.9,NINTENDO
2936,7.9,NINTENDO
9768,7.9,NINTENDO
2731,7.9,NINTENDO
9445,7.9,NINTENDO
15198,7.9,NINTENDO
2486,7.9,NINTENDO
17288,7.9,NINTENDO
3637,7.9,NINTENDO
17753,7.9,NINTENDO
17066,7.9,NINTENDO
14119,7.9,NINTENDO
14533,7.9,NINTENDO
2646,7.9,NINTENDO
2587,7.9,NINTENDO
14136,7.9,NINTENDO
10868,7.9,NINTENDO
14518,7.9,NINTENDO
9622,7.9,NINTENDO
3398,7.9,NINTENDO
4353,7.9,NINTENDO
10395,7.9,NINTENDO
14918,7.9,NINTENDO
13992,7.9,NINTENDO
14831,7.9,NINTENDO
7944,7.9,NINTENDO
1706,7.9,NINTENDO
70,7.9,NINTENDO
12336,7.9,NINTENDO
12352,7.9,NINTENDO
13384,7.9,NINTENDO
13366,7.9,NINTENDO
12417,7.9,NINTENDO
13337,7.9,NINTENDO
8122,7.9,NINTENDO
8331,7.9,NINTENDO
4747,7.9,NINTENDO
7988,7.9,NINTENDO
13341,7.9,NINTENDO
4754,7.9,NINTENDO
8095,7.9,NINTENDO
12548,7.9,NINTENDO
1485,7.9,NINTENDO
16809,7.9,NINTENDO
8319,7.9,NINTENDO
8463,7.9,NINTENDO
15597,7.9,NINTENDO
4461,7.9,NINTENDO
14810,7.9,NINTENDO
7878,7.9,NINTENDO
12221,7.9,NINTENDO
15530,7.9,NINTENDO
4938,7.9,NINTENDO
12245,7.9,NINTENDO
17554,7.9,NINTENDO
16876,7.9,NINTENDO
14899,7.9,NINTENDO
7905,7.9,NINTENDO
13723,7.9,NINTENDO
13706,7.9,NINTENDO
15041,7.9,NINTENDO
8159,7.9,NINTENDO
16810,7.9,NINTENDO
5083,7.9,NINTENDO
8071,7.9,NINTENDO
1277,7.8,NINTENDO
1577,7.8,NINTENDO
10949,7.8,NINTENDO
11000,7.8,NINTENDO
2500,7.8,NINTENDO
1315,7.8,NINTENDO
2734,7.8,NINTENDO
1566,7.8,NINTENDO
2634,7.8,NINTENDO
17198,7.8,NINTENDO
6822,7.8,NINTENDO
16439,7.8,NINTENDO
5307,7.8,NINTENDO
1379,7.8,NINTENDO
1170,7.8,NINTENDO
10554,7.8,NINTENDO
2802,7.8,NINTENDO
17680,7.8,NINTENDO
7148,7.8,NINTENDO
7147,7.8,NINTENDO
2491,7.8,NINTENDO
7126,7.8,NINTENDO
17605,7.8,NINTENDO
10723,7.8,NINTENDO
17268,7.8,NINTENDO
11235,7.8,NINTENDO
7094,7.8,NINTENDO
17410,7.8,NINTENDO
15066,7.8,NINTENDO
2099,7.8,NINTENDO
6267,7.8,NINTENDO
1814,7.8,NINTENDO
16085,7.8,NINTENDO
6915,7.8,NINTENDO
2955,7.8,NINTENDO
1264,7.8,NINTENDO
1996,7.8,NINTENDO
1815,7.8,NINTENDO
1635,7.8,NINTENDO
6917,7.8,NINTENDO
12034,7.8,NINTENDO
6946,7.8,NINTENDO
6247,7.8,NINTENDO
6941,7.8,NINTENDO
6212,7.8,NINTENDO
12038,7.8,NINTENDO
1837,7.8,NINTENDO
12179,7.8,NINTENDO
15957,7.8,NINTENDO
17357,7.8,NINTENDO
1757,7.8,NINTENDO
17319,7.8,NINTENDO
17543,7.8,NINTENDO
15183,7.8,NINTENDO
16269,7.8,NINTENDO
17540,7.8,NINTENDO
15986,7.8,NINTENDO
1290,7.8,NINTENDO
6413,7.8,NINTENDO
6891,7.8,NINTENDO
2410,7.8,NINTENDO
2409,7.8,NINTENDO
16273,7.8,NINTENDO
2373,7.8,NINTENDO
6892,7.8,NINTENDO
12751,7.8,NINTENDO
16086,7.8,NINTENDO
2290,7.8,NINTENDO
12574,7.8,NINTENDO
17522,7.8,NINTENDO
14091,7.8,NINTENDO
7153,7.8,NINTENDO
1087,7.8,NINTENDO
17193,7.8,NINTENDO
6547,7.8,NINTENDO
16571,7.8,NINTENDO
8335,7.8,NINTENDO
4656,7.8,NINTENDO
14813,7.8,NINTENDO
5568,7.8,NINTENDO
16862,7.8,NINTENDO
8455,7.8,NINTENDO
571,7.8,NINTENDO
6531,7.8,NINTENDO
8532,7.8,NINTENDO
4493,7.8,NINTENDO
8614,7.8,NINTENDO
649,7.8,NINTENDO
4359,7.8,NINTENDO
8619,7.8,NINTENDO
15753,7.8,NINTENDO
4295,7.8,NINTENDO
15757,7.8,NINTENDO
4204,7.8,NINTENDO
15463,7.8,NINTENDO
4184,7.8,NINTENDO
4182,7.8,NINTENDO
4136,7.8,NINTENDO
8779,7.8,NINTENDO
6518,7.8,NINTENDO
15439,7.8,NINTENDO
15895,7.8,NINTENDO
4736,7.8,NINTENDO
14825,7.8,NINTENDO
663,7.8,NINTENDO
15502,7.8,NINTENDO
7882,7.8,NINTENDO
14896,7.8,NINTENDO
15611,7.8,NINTENDO
7938,7.8,NINTENDO
5218,7.8,NINTENDO
7779,7.8,NINTENDO
5157,7.8,NINTENDO
7746,7.8,NINTENDO
14881,7.8,NINTENDO
5426,7.8,NINTENDO
5107,7.8,NINTENDO
5100,7.8,NINTENDO
5045,7.8,NINTENDO
4992,7.8,NINTENDO
16614,7.8,NINTENDO
7709,7.8,NINTENDO
16613,7.8,NINTENDO
4921,7.8,NINTENDO
8165,7.8,NINTENDO
14832,7.8,NINTENDO
16823,7.8,NINTENDO
15518,7.8,NINTENDO
15517,7.8,NINTENDO
4807,7.8,NINTENDO
4797,7.8,NINTENDO
15508,7.8,NINTENDO
15713,7.8,NINTENDO
16534,7.8,NINTENDO
4056,7.8,NINTENDO
15321,7.8,NINTENDO
3602,7.8,NINTENDO
996,7.8,NINTENDO
8865,7.8,NINTENDO
15315,7.8,NINTENDO
17096,7.8,NINTENDO
1000,7.8,NINTENDO
3456,7.8,NINTENDO
17098,7.8,NINTENDO
15861,7.8,NINTENDO
5892,7.8,NINTENDO
1082,7.8,NINTENDO
5906,7.8,NINTENDO
7310,7.8,NINTENDO
9683,7.8,NINTENDO
14414,7.8,NINTENDO
7287,7.8,NINTENDO
3213,7.8,NINTENDO
15279,7.8,NINTENDO
10037,7.8,NINTENDO
10047,7.8,NINTENDO
10223,7.8,NINTENDO
10224,7.8,NINTENDO
7237,7.8,NINTENDO
17822,7.8,NINTENDO
3083,7.8,NINTENDO
3037,7.8,NINTENDO
5973,7.8,NINTENDO
10388,7.8,NINTENDO
993,7.8,NINTENDO
1380,7.8,NINTENDO
5844,7.8,NINTENDO
9143,7.8,NINTENDO
4007,7.8,NINTENDO
738,7.8,NINTENDO
3878,7.8,NINTENDO
869,7.8,NINTENDO
5839,7.8,NINTENDO
7463,7.8,NINTENDO
3841,7.8,NINTENDO
16501,7.8,NINTENDO
697,7.8,NINTENDO
17908,7.8,NINTENDO
989,7.8,NINTENDO
3769,7.8,NINTENDO
3722,7.8,NINTENDO
5823,7.8,NINTENDO
6478,7.8,NINTENDO
3643,7.8,NINTENDO
15782,7.8,NINTENDO
6701,7.7,NINTENDO
14368,7.7,NINTENDO
13795,7.7,NINTENDO
14015,7.7,NINTENDO
6798,7.7,NINTENDO
14344,7.7,NINTENDO
14795,7.7,NINTENDO
14779,7.7,NINTENDO
6751,7.7,NINTENDO
6750,7.7,NINTENDO
16078,7.7,NINTENDO
14663,7.7,NINTENDO
14653,7.7,NINTENDO
13794,7.7,NINTENDO
14812,7.7,NINTENDO
14014,7.7,NINTENDO
7857,7.7,NINTENDO
14997,7.7,NINTENDO
7338,7.7,NINTENDO
15770,7.7,NINTENDO
8917,7.7,NINTENDO
8931,7.7,NINTENDO
15425,7.7,NINTENDO
15805,7.7,NINTENDO
9043,7.7,NINTENDO
9072,7.7,NINTENDO
7412,7.7,NINTENDO
9092,7.7,NINTENDO
15396,7.7,NINTENDO
15827,7.7,NINTENDO
15393,7.7,NINTENDO
15344,7.7,NINTENDO
7353,7.7,NINTENDO
15328,7.7,NINTENDO
8791,7.7,NINTENDO
8683,7.7,NINTENDO
8663,7.7,NINTENDO
15516,7.7,NINTENDO
7895,7.7,NINTENDO
15608,7.7,NINTENDO
15581,7.7,NINTENDO
8022,7.7,NINTENDO
7737,7.7,NINTENDO
15700,7.7,NINTENDO
15735,7.7,NINTENDO
15482,7.7,NINTENDO
7593,7.7,NINTENDO
8418,7.7,NINTENDO
8421,7.7,NINTENDO
15742,7.7,NINTENDO
7564,7.7,NINTENDO
8535,7.7,NINTENDO
9576,7.7,NINTENDO
9615,7.7,NINTENDO
13676,7.7,NINTENDO
9645,7.7,NINTENDO
11609,7.7,NINTENDO
11662,7.7,NINTENDO
15949,7.7,NINTENDO
15963,7.7,NINTENDO
11874,7.7,NINTENDO
11907,7.7,NINTENDO
12048,7.7,NINTENDO
15074,7.7,NINTENDO
12220,7.7,NINTENDO
12386,7.7,NINTENDO
6879,7.7,NINTENDO
6851,7.7,NINTENDO
13602,7.7,NINTENDO
13625,7.7,NINTENDO
13626,7.7,NINTENDO
11555,7.7,NINTENDO
11498,7.7,NINTENDO
11378,7.7,NINTENDO
10364,7.7,NINTENDO
9671,7.7,NINTENDO
9707,7.7,NINTENDO
9816,7.7,NINTENDO
7217,7.7,NINTENDO
10345,7.7,NINTENDO
10363,7.7,NINTENDO
10375,7.7,NINTENDO
11242,7.7,NINTENDO
10401,7.7,NINTENDO
15215,7.7,NINTENDO
10474,7.7,NINTENDO
10869,7.7,NINTENDO
7115,7.7,NINTENDO
11102,7.7,NINTENDO
16138,7.7,NINTENDO
14912,7.7,NINTENDO
4241,7.7,NINTENDO
1464,7.7,NINTENDO
3874,7.7,NINTENDO
16705,7.7,NINTENDO
16463,7.7,NINTENDO
2957,7.7,NINTENDO
6324,7.7,NINTENDO
5909,7.7,NINTENDO
6331,7.7,NINTENDO
1660,7.7,NINTENDO
17790,7.7,NINTENDO
1843,7.7,NINTENDO
3945,7.7,NINTENDO
16224,7.7,NINTENDO
16216,7.7,NINTENDO
2683,7.7,NINTENDO
16854,7.7,NINTENDO
6398,7.7,NINTENDO
6399,7.7,NINTENDO
4698,7.7,NINTENDO
4652,7.7,NINTENDO
2341,7.7,NINTENDO
5681,7.7,NINTENDO
4016,7.7,NINTENDO
2813,7.7,NINTENDO
16761,7.7,NINTENDO
1536,7.7,NINTENDO
17289,7.7,NINTENDO
942,7.7,NINTENDO
16985,7.7,NINTENDO
2334,7.7,NINTENDO
17110,7.7,NINTENDO
5663,7.7,NINTENDO
5063,7.7,NINTENDO
2859,7.7,NINTENDO
5245,7.7,NINTENDO
16974,7.7,NINTENDO
3742,7.7,NINTENDO
2379,7.7,NINTENDO
764,7.7,NINTENDO
16349,7.7,NINTENDO
16723,7.7,NINTENDO
3700,7.7,NINTENDO
17196,7.7,NINTENDO
6412,7.7,NINTENDO
17676,7.7,NINTENDO
17693,7.7,NINTENDO
3294,7.7,NINTENDO
1791,7.7,NINTENDO
5461,7.7,NINTENDO
16165,7.7,NINTENDO
17114,7.7,NINTENDO
17480,7.7,NINTENDO
16612,7.7,NINTENDO
2197,7.7,NINTENDO
16158,7.7,NINTENDO
5972,7.7,NINTENDO
3420,7.7,NINTENDO
4434,7.7,NINTENDO
4189,7.7,NINTENDO
17495,7.7,NINTENDO
1235,7.7,NINTENDO
4284,7.7,NINTENDO
4202,7.7,NINTENDO
4263,7.7,NINTENDO
4249,7.7,NINTENDO
2606,7.7,NINTENDO
1158,7.7,NINTENDO
3809,7.7,NINTENDO
16935,7.7,NINTENDO
1033,7.7,NINTENDO
17533,7.7,NINTENDO
17342,7.7,NINTENDO
16203,7.7,NINTENDO
15905,7.6,NINTENDO
16726,7.6,NINTENDO
15887,7.6,NINTENDO
11231,7.6,NINTENDO
7763,7.6,NINTENDO
3724,7.6,NINTENDO
16657,7.6,NINTENDO
17716,7.6,NINTENDO
14486,7.6,NINTENDO
6172,7.6,NINTENDO
14030,7.6,NINTENDO
7924,7.6,NINTENDO
3363,7.6,NINTENDO
5602,7.6,NINTENDO
14590,7.6,NINTENDO
6986,7.6,NINTENDO
15593,7.6,NINTENDO
5495,7.6,NINTENDO
5961,7.6,NINTENDO
6176,7.6,NINTENDO
2415,7.6,NINTENDO
15577,7.6,NINTENDO
1029,7.6,NINTENDO
5598,7.6,NINTENDO
17392,7.6,NINTENDO
15374,7.6,NINTENDO
2227,7.6,NINTENDO
15886,7.6,NINTENDO
7294,7.6,NINTENDO
9617,7.6,NINTENDO
11429,7.6,NINTENDO
10306,7.6,NINTENDO
6072,7.6,NINTENDO
14169,7.6,NINTENDO
11568,7.6,NINTENDO
15246,7.6,NINTENDO
13687,7.6,NINTENDO
7828,7.6,NINTENDO
11296,7.6,NINTENDO
14632,7.6,NINTENDO
5392,7.6,NINTENDO
7306,7.6,NINTENDO
7074,7.6,NINTENDO
15737,7.6,NINTENDO
5925,7.6,NINTENDO
10300,7.6,NINTENDO
17072,7.6,NINTENDO
6093,7.6,NINTENDO
5991,7.6,NINTENDO
14588,7.6,NINTENDO
5926,7.6,NINTENDO
1046,7.6,NINTENDO
16385,7.6,NINTENDO
7121,7.6,NINTENDO
13606,7.6,NINTENDO
7623,7.6,NINTENDO
1074,7.6,NINTENDO
14029,7.6,NINTENDO
5272,7.6,NINTENDO
14714,7.6,NINTENDO
5136,7.6,NINTENDO
8388,7.6,NINTENDO
14870,7.6,NINTENDO
6703,7.6,NINTENDO
12630,7.6,NINTENDO
12240,7.6,NINTENDO
6728,7.6,NINTENDO
9894,7.6,NINTENDO
16855,7.6,NINTENDO
8930,7.6,NINTENDO
15493,7.6,NINTENDO
5799,7.6,NINTENDO
8358,7.6,NINTENDO
14830,7.6,NINTENDO
15282,7.6,NINTENDO
14297,7.6,NINTENDO
369,7.6,NINTENDO
5724,7.6,NINTENDO
15768,7.6,NINTENDO
6206,7.6,NINTENDO
1742,7.6,NINTENDO
10837,7.6,NINTENDO
15165,7.6,NINTENDO
12479,7.6,NINTENDO
12355,7.6,NINTENDO
10975,7.6,NINTENDO
1765,7.6,NINTENDO
16123,7.6,NINTENDO
10973,7.6,NINTENDO
14319,7.6,NINTENDO
8579,7.6,NINTENDO
17241,7.6,NINTENDO
14305,7.6,NINTENDO
11021,7.6,NINTENDO
17125,7.6,NINTENDO
17482,7.6,NINTENDO
1747,7.6,NINTENDO
10893,7.6,NINTENDO
14873,7.6,NINTENDO
17249,7.6,NINTENDO
16110,7.6,NINTENDO
16885,7.6,NINTENDO
9783,7.6,NINTENDO
5818,7.6,NINTENDO
1682,7.6,NINTENDO
2388,7.6,NINTENDO
14798,7.6,NINTENDO
3872,7.6,NINTENDO
14350,7.6,NINTENDO
17418,7.6,NINTENDO
6287,7.6,NINTENDO
2339,7.6,NINTENDO
16791,7.6,NINTENDO
7355,7.6,NINTENDO
1586,7.6,NINTENDO
10468,7.6,NINTENDO
6923,7.6,NINTENDO
6929,7.6,NINTENDO
15985,7.6,NINTENDO
1969,7.6,NINTENDO
15014,7.6,NINTENDO
17308,7.6,NINTENDO
4942,7.6,NINTENDO
17127,7.6,NINTENDO
10208,7.6,NINTENDO
10584,7.6,NINTENDO
8308,7.6,NINTENDO
6865,7.6,NINTENDO
1863,7.6,NINTENDO
3943,7.6,NINTENDO
6820,7.6,NINTENDO
12990,7.6,NINTENDO
666,7.6,NINTENDO
672,7.6,NINTENDO
9002,7.6,NINTENDO
10602,7.6,NINTENDO
3935,7.6,NINTENDO
7528,7.5,NINTENDO
9778,7.5,NINTENDO
2301,7.5,NINTENDO
3433,7.5,NINTENDO
3379,7.5,NINTENDO
7550,7.5,NINTENDO
15738,7.5,NINTENDO
9644,7.5,NINTENDO
17113,7.5,NINTENDO
15724,7.5,NINTENDO
7517,7.5,NINTENDO
15740,7.5,NINTENDO
14203,7.5,NINTENDO
1163,7.5,NINTENDO
15720,7.5,NINTENDO
15372,7.5,NINTENDO
16585,7.5,NINTENDO
12769,7.5,NINTENDO
5043,7.5,NINTENDO
17413,7.5,NINTENDO
9115,7.5,NINTENDO
5009,7.5,NINTENDO
4989,7.5,NINTENDO
13059,7.5,NINTENDO
4960,7.5,NINTENDO
1606,7.5,NINTENDO
12925,7.5,NINTENDO
12844,7.5,NINTENDO
16832,7.5,NINTENDO
12151,7.5,NINTENDO
15507,7.5,NINTENDO
15505,7.5,NINTENDO
16600,7.5,NINTENDO
12756,7.5,NINTENDO
15496,7.5,NINTENDO
16843,7.5,NINTENDO
12198,7.5,NINTENDO
1711,7.5,NINTENDO
17478,7.5,NINTENDO
