,puntuacion usuarios,marca
15080,7.3,SONY
5201,7.3,SONY
17613,7.3,SONY
5181,7.3,SONY
5172,7.3,SONY
12074,7.3,SONY
12082,7.3,SONY
5137,7.3,SONY
12107,7.3,SONY
873,7.3,SONY
403,7.3,SONY
17626,7.3,SONY
15402,7.3,SONY
9746,7.3,SONY
4962,7.3,SONY
4950,7.3,SONY
4916,7.3,SONY
9773,7.3,SONY
347,7.3,SONY
4848,7.3,SONY
15349,7.3,SONY
958,7.3,SONY
12409,7.3,SONY
11986,7.3,SONY
17674,7.3,SONY
14734,7.3,SONY
14748,7.3,SONY
11805,7.3,SONY
11807,7.3,SONY
11840,7.3,SONY
9825,7.3,SONY
4450,7.3,SONY
11858,7.3,SONY
5524,7.3,SONY
12435,7.3,SONY
5506,7.3,SONY
14879,7.3,SONY
14948,7.3,SONY
16362,7.3,SONY
5415,7.3,SONY
4542,7.3,SONY
987,7.3,SONY
9685,7.3,SONY
5365,7.3,SONY
14986,7.3,SONY
14988,7.3,SONY
1368,7.3,SONY
6246,7.3,SONY
641,7.3,SONY
10942,7.3,SONY
14323,7.3,SONY
12794,7.3,SONY
13293,7.3,SONY
11262,7.3,SONY
1620,7.3,SONY
7916,7.3,SONY
7649,7.3,SONY
16698,7.3,SONY
7401,7.3,SONY
9311,7.3,SONY
12836,7.3,SONY
11210,7.3,SONY
14163,7.3,SONY
7165,7.3,SONY
16748,7.3,SONY
2667,7.3,SONY
7218,7.3,SONY
10937,7.3,SONY
1410,7.3,SONY
9351,7.3,SONY
11158,7.3,SONY
7444,7.3,SONY
7578,7.3,SONY
15890,7.3,SONY
7487,7.3,SONY
16676,7.3,SONY
16677,7.3,SONY
17362,7.3,SONY
7483,7.3,SONY
3491,7.3,SONY
278,7.3,SONY
9289,7.3,SONY
7840,7.3,SONY
3496,7.3,SONY
12775,7.3,SONY
8894,7.2,SONY
1520,7.2,SONY
5353,7.2,SONY
9667,7.2,SONY
2335,7.2,SONY
7758,7.2,SONY
12933,7.2,SONY
9302,7.2,SONY
14972,7.2,SONY
13267,7.2,SONY
10266,7.2,SONY
10058,7.2,SONY
11303,7.2,SONY
12421,7.2,SONY
12492,7.2,SONY
14192,7.2,SONY
8802,7.2,SONY
11779,7.2,SONY
11096,7.2,SONY
11797,7.2,SONY
14191,7.2,SONY
15627,7.2,SONY
392,7.2,SONY
12494,7.2,SONY
2691,7.2,SONY
5479,7.2,SONY
7618,7.2,SONY
2964,7.2,SONY
4494,7.2,SONY
11979,7.2,SONY
13268,7.2,SONY
12915,7.2,SONY
10290,7.2,SONY
11908,7.2,SONY
1954,7.2,SONY
14025,7.2,SONY
12018,7.2,SONY
5329,7.2,SONY
12986,7.2,SONY
13684,7.2,SONY
13385,7.2,SONY
2828,7.2,SONY
10786,7.2,SONY
9736,7.2,SONY
14088,7.2,SONY
16654,7.2,SONY
703,7.2,SONY
9749,7.2,SONY
864,7.2,SONY
4937,7.2,SONY
12948,7.2,SONY
15327,7.2,SONY
13666,7.2,SONY
4904,7.2,SONY
12243,7.2,SONY
16603,7.2,SONY
850,7.2,SONY
10172,7.2,SONY
12293,7.2,SONY
10154,7.2,SONY
14050,7.2,SONY
9015,7.2,SONY
12119,7.2,SONY
5087,7.2,SONY
7910,7.2,SONY
15033,7.2,SONY
7871,7.2,SONY
12395,7.2,SONY
9158,7.2,SONY
12010,7.2,SONY
14730,7.2,SONY
15085,7.2,SONY
12042,7.2,SONY
7884,7.2,SONY
15095,7.2,SONY
14105,7.2,SONY
8108,7.2,SONY
8104,7.2,SONY
3509,7.2,SONY
1592,7.2,SONY
12092,7.2,SONY
12100,7.2,SONY
8978,7.2,SONY
15474,7.2,SONY
15452,7.2,SONY
5104,7.2,SONY
12884,7.2,SONY
13071,7.2,SONY
16995,7.2,SONY
1421,7.2,SONY
9380,7.2,SONY
6583,7.2,SONY
14432,7.2,SONY
6573,7.2,SONY
13535,7.2,SONY
13278,7.2,SONY
7175,7.2,SONY
11223,7.2,SONY
14459,7.2,SONY
6483,7.2,SONY
13122,7.2,SONY
4085,7.2,SONY
14475,7.2,SONY
10101,7.2,SONY
1780,7.2,SONY
3726,7.2,SONY
11546,7.2,SONY
1198,7.2,SONY
7232,7.2,SONY
6336,7.2,SONY
6334,7.2,SONY
66,7.2,SONY
3977,7.2,SONY
11432,7.2,SONY
6650,7.2,SONY
10524,7.2,SONY
9402,7.2,SONY
14346,7.2,SONY
564,7.2,SONY
12759,7.2,SONY
13667,7.2,SONY
6860,7.2,SONY
2217,7.2,SONY
13294,7.2,SONY
6828,7.2,SONY
17486,7.2,SONY
9991,7.2,SONY
3782,7.2,SONY
8456,7.2,SONY
17402,7.2,SONY
13554,7.2,SONY
6774,7.2,SONY
16778,7.2,SONY
9953,7.2,SONY
10530,7.2,SONY
14392,7.2,SONY
7110,7.2,SONY
14514,7.2,SONY
12620,7.2,SONY
9134,7.2,SONY
1443,7.2,SONY
6141,7.2,SONY
13344,7.2,SONY
14600,7.2,SONY
4205,7.2,SONY
10429,7.2,SONY
1755,7.2,SONY
13788,7.2,SONY
13151,7.2,SONY
9195,7.2,SONY
5829,7.2,SONY
14570,7.2,SONY
5963,7.2,SONY
9202,7.2,SONY
3667,7.2,SONY
14227,7.2,SONY
5941,7.2,SONY
7430,7.2,SONY
11133,7.2,SONY
5905,7.2,SONY
5897,7.2,SONY
10678,7.2,SONY
13649,7.2,SONY
654,7.2,SONY
14567,7.2,SONY
15927,7.2,SONY
14722,7.2,SONY
8282,7.2,SONY
10024,7.2,SONY
14261,7.2,SONY
14523,7.2,SONY
17309,7.2,SONY
6197,7.2,SONY
6193,7.2,SONY
10420,7.2,SONY
1165,7.2,SONY
8273,7.2,SONY
14540,7.2,SONY
4140,7.2,SONY
5785,7.2,SONY
11620,7.2,SONY
11730,7.2,SONY
10114,7.1,SONY
17194,7.1,SONY
9403,7.1,SONY
13577,7.1,SONY
13255,7.1,SONY
13371,7.1,SONY
9349,7.1,SONY
13387,7.1,SONY
9800,7.1,SONY
9257,7.1,SONY
16355,7.1,SONY
13380,7.1,SONY
640,7.1,SONY
13651,7.1,SONY
9889,7.1,SONY
10111,7.1,SONY
13506,7.1,SONY
7304,7.1,SONY
7072,7.1,SONY
6704,7.1,SONY
15849,7.1,SONY
12122,7.1,SONY
15447,7.1,SONY
11389,7.1,SONY
15143,7.1,SONY
14393,7.1,SONY
11425,7.1,SONY
3862,7.1,SONY
308,7.1,SONY
12090,7.1,SONY
16849,7.1,SONY
6571,7.1,SONY
16858,7.1,SONY
6563,7.1,SONY
16800,7.1,SONY
16799,7.1,SONY
6384,7.1,SONY
11308,7.1,SONY
276,7.1,SONY
17023,7.1,SONY
11285,7.1,SONY
7040,7.1,SONY
12778,7.1,SONY
7003,7.1,SONY
14335,7.1,SONY
1332,7.1,SONY
6909,7.1,SONY
14359,7.1,SONY
6889,7.1,SONY
11339,7.1,SONY
1342,7.1,SONY
12140,7.1,SONY
6410,7.1,SONY
17118,7.1,SONY
11239,7.1,SONY
15622,7.1,SONY
12524,7.1,SONY
11781,7.1,SONY
4338,7.1,SONY
11796,7.1,SONY
12507,7.1,SONY
14931,7.1,SONY
4408,7.1,SONY
5750,7.1,SONY
12489,7.1,SONY
14788,7.1,SONY
14802,7.1,SONY
4424,7.1,SONY
15573,7.1,SONY
5595,7.1,SONY
5743,7.1,SONY
12419,7.1,SONY
12662,7.1,SONY
5233,7.1,SONY
6270,7.1,SONY
318,7.1,SONY
17141,7.1,SONY
14560,7.1,SONY
12595,7.1,SONY
5232,7.1,SONY
12571,7.1,SONY
11941,7.1,SONY
12570,7.1,SONY
11685,7.1,SONY
12394,7.1,SONY
5370,7.1,SONY
4310,7.1,SONY
14710,7.1,SONY
7122,7.1,SONY
11911,7.1,SONY
16010,7.1,SONY
10467,7.1,SONY
10632,7.1,SONY
2011,7.1,SONY
13959,7.1,SONY
8309,7.1,SONY
7227,7.1,SONY
13920,7.1,SONY
13712,7.1,SONY
13894,7.1,SONY
12294,7.1,SONY
3227,7.1,SONY
16067,7.1,SONY
13119,7.1,SONY
12202,7.1,SONY
13832,7.1,SONY
13824,7.1,SONY
13727,7.1,SONY
862,7.1,SONY
4765,7.1,SONY
3074,7.1,SONY
13809,7.1,SONY
17296,7.1,SONY
13195,7.1,SONY
13188,7.1,SONY
3020,7.1,SONY
10347,7.1,SONY
2935,7.1,SONY
13758,7.1,SONY
4877,7.1,SONY
8806,7.1,SONY
13180,7.1,SONY
14000,7.1,SONY
17647,7.1,SONY
8182,7.1,SONY
15391,7.1,SONY
3712,7.1,SONY
7255,7.1,SONY
12840,7.1,SONY
3680,7.1,SONY
12850,7.1,SONY
7360,7.1,SONY
7426,7.1,SONY
728,7.1,SONY
11132,7.1,SONY
12167,7.1,SONY
17168,7.1,SONY
11121,7.1,SONY
1694,7.1,SONY
12168,7.1,SONY
516,7.1,SONY
7796,7.1,SONY
13012,7.1,SONY
12321,7.1,SONY
7998,7.1,SONY
7927,7.1,SONY
14102,7.1,SONY
16194,7.1,SONY
7810,7.1,SONY
261,7.1,SONY
1525,7.1,SONY
12928,7.1,SONY
4995,7.1,SONY
7675,7.1,SONY
10312,7.1,SONY
12295,7.0,SONY
12274,7.0,SONY
11919,7.0,SONY
12329,7.0,SONY
9822,7.0,SONY
835,7.0,SONY
12242,7.0,SONY
12415,7.0,SONY
12043,7.0,SONY
12057,7.0,SONY
12363,7.0,SONY
12137,7.0,SONY
12163,7.0,SONY
12142,7.0,SONY
12340,7.0,SONY
10148,7.0,SONY
2240,7.0,SONY
12452,7.0,SONY
11344,7.0,SONY
2193,7.0,SONY
11234,7.0,SONY
12865,7.0,SONY
1487,7.0,SONY
12904,7.0,SONY
16719,7.0,SONY
16696,7.0,SONY
13010,7.0,SONY
13058,7.0,SONY
1849,7.0,SONY
13137,7.0,SONY
10113,7.0,SONY
16517,7.0,SONY
13179,7.0,SONY
10261,7.0,SONY
10245,7.0,SONY
13216,7.0,SONY
11275,7.0,SONY
11352,7.0,SONY
13363,7.0,SONY
16813,7.0,SONY
1040,7.0,SONY
11754,7.0,SONY
16983,7.0,SONY
823,7.0,SONY
12537,7.0,SONY
9862,7.0,SONY
16980,7.0,SONY
821,7.0,SONY
12588,7.0,SONY
11659,7.0,SONY
12608,7.0,SONY
12642,7.0,SONY
12666,7.0,SONY
12691,7.0,SONY
1301,7.0,SONY
11393,7.0,SONY
10183,7.0,SONY
15339,7.0,SONY
13799,7.0,SONY
13976,7.0,SONY
7880,7.0,SONY
15967,7.0,SONY
5638,7.0,SONY
5637,7.0,SONY
14122,7.0,SONY
3513,7.0,SONY
3510,7.0,SONY
17775,7.0,SONY
5036,7.0,SONY
3503,7.0,SONY
14077,7.0,SONY
2756,7.0,SONY
2767,7.0,SONY
14075,7.0,SONY
7983,7.0,SONY
17368,7.0,SONY
9279,7.0,SONY
9434,7.0,SONY
5711,7.0,SONY
14271,7.0,SONY
14267,7.0,SONY
17895,7.0,SONY
7249,7.0,SONY
7289,7.0,SONY
7376,7.0,SONY
2671,7.0,SONY
13595,7.0,SONY
9358,7.0,SONY
7427,7.0,SONY
14198,7.0,SONY
275,7.0,SONY
4711,7.0,SONY
3572,7.0,SONY
14837,7.0,SONY
5557,7.0,SONY
13672,7.0,SONY
13873,7.0,SONY
8379,7.0,SONY
17845,7.0,SONY
13721,7.0,SONY
8459,7.0,SONY
8471,7.0,SONY
5388,7.0,SONY
4605,7.0,SONY
14046,7.0,SONY
8769,7.0,SONY
5321,7.0,SONY
8749,7.0,SONY
13769,7.0,SONY
16090,7.0,SONY
576,7.0,SONY
17269,7.0,SONY
13956,7.0,SONY
5395,7.0,SONY
2927,7.0,SONY
8292,7.0,SONY
8287,7.0,SONY
5439,7.0,SONY
14906,7.0,SONY
14903,7.0,SONY
13693,7.0,SONY
8183,7.0,SONY
8155,7.0,SONY
4667,7.0,SONY
8141,7.0,SONY
15976,7.0,SONY
17874,7.0,SONY
14843,7.0,SONY
9429,7.0,SONY
8651,7.0,SONY
6813,7.0,SONY
4964,7.0,SONY
6385,7.0,SONY
6837,7.0,SONY
15665,7.0,SONY
13423,7.0,SONY
9726,7.0,SONY
9511,7.0,SONY
4163,7.0,SONY
5950,7.0,SONY
9519,7.0,SONY
6724,7.0,SONY
7010,7.0,SONY
6445,7.0,SONY
13508,7.0,SONY
9545,7.0,SONY
5862,7.0,SONY
13503,7.0,SONY
6989,7.0,SONY
410,7.0,SONY
6858,7.0,SONY
4758,7.0,SONY
5882,7.0,SONY
16307,7.0,SONY
13440,7.0,SONY
14712,7.0,SONY
15831,7.0,SONY
17203,7.0,SONY
7190,7.0,SONY
13461,7.0,SONY
13464,7.0,SONY
3751,7.0,SONY
9455,7.0,SONY
6671,7.0,SONY
15758,7.0,SONY
15897,7.0,SONY
14506,7.0,SONY
6354,7.0,SONY
4820,7.0,SONY
3888,7.0,SONY
14379,7.0,SONY
14334,7.0,SONY
10677,6.9,SONY
6048,6.9,SONY
17188,6.9,SONY
1727,6.9,SONY
11665,6.9,SONY
10654,6.9,SONY
16552,6.9,SONY
8236,6.9,SONY
750,6.9,SONY
16540,6.9,SONY
12690,6.9,SONY
5361,6.9,SONY
8593,6.9,SONY
5262,6.9,SONY
8583,6.9,SONY
17850,6.9,SONY
15029,6.9,SONY
3145,6.9,SONY
436,6.9,SONY
15005,6.9,SONY
13859,6.9,SONY
4565,6.9,SONY
14602,6.9,SONY
17553,6.9,SONY
6153,6.9,SONY
14959,6.9,SONY
4040,6.9,SONY
16529,6.9,SONY
14958,6.9,SONY
13946,6.9,SONY
1234,6.9,SONY
14463,6.9,SONY
4538,6.9,SONY
3732,6.9,SONY
6733,6.9,SONY
15990,6.9,SONY
14177,6.9,SONY
7619,6.9,SONY
938,6.9,SONY
5683,6.9,SONY
7477,6.9,SONY
7099,6.9,SONY
11270,6.9,SONY
17707,6.9,SONY
17371,6.9,SONY
7100,6.9,SONY
5800,6.9,SONY
13399,6.9,SONY
14739,6.9,SONY
14239,6.9,SONY
15917,6.9,SONY
14724,6.9,SONY
14715,6.9,SONY
5752,6.9,SONY
11197,6.9,SONY
7174,6.9,SONY
11755,6.9,SONY
12781,6.9,SONY
14175,6.9,SONY
11732,6.9,SONY
14063,6.9,SONY
3408,6.9,SONY
8102,6.9,SONY
15845,6.9,SONY
4229,6.9,SONY
14666,6.9,SONY
8047,6.9,SONY
1415,6.9,SONY
3492,6.9,SONY
12453,6.9,SONY
7958,6.9,SONY
11041,6.9,SONY
16668,6.9,SONY
10902,6.9,SONY
4266,6.9,SONY
12963,6.9,SONY
11827,6.9,SONY
260,6.9,SONY
825,6.9,SONY
7036,6.9,SONY
14151,6.9,SONY
7601,6.9,SONY
11607,6.9,SONY
13669,6.9,SONY
16218,6.9,SONY
9509,6.9,SONY
13509,6.9,SONY
13724,6.9,SONY
16279,6.9,SONY
8854,6.9,SONY
13719,6.9,SONY
10055,6.9,SONY
13428,6.9,SONY
9703,6.9,SONY
12078,6.9,SONY
15164,6.9,SONY
15127,6.9,SONY
13239,6.9,SONY
8957,6.9,SONY
13437,6.9,SONY
10316,6.9,SONY
15418,6.9,SONY
13615,6.9,SONY
13360,6.9,SONY
9010,6.9,SONY
9810,6.9,SONY
13681,6.9,SONY
9631,6.9,SONY
13653,6.9,SONY
15331,6.9,SONY
13654,6.9,SONY
13473,6.9,SONY
10130,6.9,SONY
13328,6.9,SONY
10153,6.9,SONY
2991,6.9,SONY
9819,6.9,SONY
13168,6.9,SONY
4985,6.9,SONY
867,6.9,SONY
15511,6.9,SONY
12188,6.9,SONY
10346,6.9,SONY
9382,6.9,SONY
2616,6.9,SONY
9448,6.9,SONY
13753,6.9,SONY
2995,6.9,SONY
13744,6.9,SONY
13560,6.9,SONY
9969,6.9,SONY
15153,6.8,SONY
13633,6.8,SONY
409,6.8,SONY
17922,6.8,SONY
9974,6.8,SONY
12949,6.8,SONY
12469,6.8,SONY
9408,6.8,SONY
10966,6.8,SONY
12141,6.8,SONY
15220,6.8,SONY
7824,6.8,SONY
5079,6.8,SONY
11277,6.8,SONY
6787,6.8,SONY
3502,6.8,SONY
6729,6.8,SONY
4794,6.8,SONY
17109,6.8,SONY
11227,6.8,SONY
16940,6.8,SONY
12465,6.8,SONY
10904,6.8,SONY
11211,6.8,SONY
7903,6.8,SONY
12121,6.8,SONY
14090,6.8,SONY
7920,6.8,SONY
12529,6.8,SONY
3507,6.8,SONY
6821,6.8,SONY
7908,6.8,SONY
7913,6.8,SONY
15623,6.8,SONY
14131,6.8,SONY
14212,6.8,SONY
15880,6.8,SONY
12210,6.8,SONY
14195,6.8,SONY
7532,6.8,SONY
13488,6.8,SONY
11153,6.8,SONY
5700,6.8,SONY
2560,6.8,SONY
17633,6.8,SONY
7350,6.8,SONY
4753,6.8,SONY
7076,6.8,SONY
15272,6.8,SONY
9917,6.8,SONY
17599,6.8,SONY
2253,6.8,SONY
6907,6.8,SONY
14184,6.8,SONY
13583,6.8,SONY
12752,6.8,SONY
13541,6.8,SONY
15416,6.8,SONY
14142,6.8,SONY
9929,6.8,SONY
9482,6.8,SONY
11163,6.8,SONY
6830,6.8,SONY
5720,6.8,SONY
16945,6.8,SONY
5674,6.8,SONY
4372,6.8,SONY
9628,6.8,SONY
15170,6.8,SONY
12160,6.8,SONY
12976,6.8,SONY
274,6.8,SONY
11072,6.8,SONY
3914,6.8,SONY
13945,6.8,SONY
13102,6.8,SONY
8853,6.8,SONY
150,6.8,SONY
11946,6.8,SONY
12687,6.8,SONY
16504,6.8,SONY
10281,6.8,SONY
9796,6.8,SONY
5187,6.8,SONY
13966,6.8,SONY
9799,6.8,SONY
14955,6.8,SONY
14662,6.8,SONY
11475,6.8,SONY
15352,6.8,SONY
16005,6.8,SONY
10631,6.8,SONY
224,6.8,SONY
17076,6.8,SONY
8826,6.8,SONY
13113,6.8,SONY
9785,6.8,SONY
17069,6.8,SONY
13813,6.8,SONY
5255,6.8,SONY
14508,6.8,SONY
15342,6.8,SONY
16147,6.8,SONY
17873,6.8,SONY
11551,6.8,SONY
2395,6.8,SONY
4576,6.8,SONY
12262,6.8,SONY
14542,6.8,SONY
1850,6.8,SONY
13767,6.8,SONY
13390,6.8,SONY
16883,6.8,SONY
11971,6.8,SONY
1285,6.8,SONY
3314,6.8,SONY
6570,6.8,SONY
17089,6.8,SONY
13033,6.8,SONY
10765,6.8,SONY
13032,6.8,SONY
11886,6.8,SONY
13677,6.8,SONY
8083,6.8,SONY
8079,6.8,SONY
9067,6.8,SONY
144,6.8,SONY
17015,6.8,SONY
9106,6.8,SONY
5562,6.8,SONY
14657,6.8,SONY
14839,6.8,SONY
5098,6.8,SONY
4432,6.8,SONY
12461,6.8,SONY
16839,6.8,SONY
13212,6.8,SONY
14401,6.8,SONY
8154,6.8,SONY
2836,6.8,SONY
10676,6.8,SONY
6591,6.8,SONY
8197,6.8,SONY
11225,6.8,SONY
5488,6.8,SONY
14415,6.8,SONY
6459,6.7,SONY
7129,6.7,SONY
11692,6.7,SONY
9826,6.7,SONY
11557,6.7,SONY
12657,6.7,SONY
11406,6.7,SONY
15238,6.7,SONY
16844,6.7,SONY
14421,6.7,SONY
14360,6.7,SONY
14658,6.7,SONY
17730,6.7,SONY
12813,6.7,SONY
12633,6.7,SONY
14455,6.7,SONY
14692,6.7,SONY
17713,6.7,SONY
15783,6.7,SONY
12593,6.7,SONY
14638,6.7,SONY
11656,6.7,SONY
6911,6.7,SONY
11524,6.7,SONY
11525,6.7,SONY
14469,6.7,SONY
6625,6.7,SONY
15789,6.7,SONY
12791,6.7,SONY
11443,6.7,SONY
349,6.7,SONY
14640,6.7,SONY
12209,6.7,SONY
9493,6.7,SONY
6133,6.7,SONY
14480,6.7,SONY
7189,6.7,SONY
5542,6.7,SONY
8015,6.7,SONY
13120,6.7,SONY
2101,6.7,SONY
14067,6.7,SONY
9433,6.7,SONY
3157,6.7,SONY
5356,6.7,SONY
12111,6.7,SONY
5096,6.7,SONY
16453,6.7,SONY
13843,6.7,SONY
4686,6.7,SONY
12466,6.7,SONY
10116,6.7,SONY
16674,6.7,SONY
3280,6.7,SONY
7816,6.7,SONY
16477,6.7,SONY
8523,6.7,SONY
3549,6.7,SONY
2819,6.7,SONY
8897,6.7,SONY
16174,6.7,SONY
10621,6.7,SONY
8902,6.7,SONY
14954,6.7,SONY
4629,6.7,SONY
12076,6.7,SONY
10240,6.7,SONY
5164,6.7,SONY
11584,6.7,SONY
378,6.7,SONY
14890,6.7,SONY
14886,6.7,SONY
13915,6.7,SONY
8193,6.7,SONY
8832,6.7,SONY
10198,6.7,SONY
1855,6.7,SONY
15968,6.7,SONY
14765,6.7,SONY
14232,6.7,SONY
11810,6.7,SONY
12866,6.7,SONY
17890,6.7,SONY
10010,6.7,SONY
12035,6.7,SONY
13561,6.7,SONY
14231,6.7,SONY
16277,6.7,SONY
5703,6.7,SONY
3092,6.7,SONY
12181,6.7,SONY
17167,6.7,SONY
2624,6.7,SONY
11200,6.7,SONY
11201,6.7,SONY
13555,6.7,SONY
14217,6.7,SONY
12518,6.7,SONY
13276,6.7,SONY
17625,6.7,SONY
15659,6.7,SONY
7676,6.7,SONY
13770,6.7,SONY
13594,6.7,SONY
8638,6.7,SONY
9310,6.7,SONY
8694,6.7,SONY
15479,6.7,SONY
7518,6.7,SONY
15202,6.7,SONY
5697,6.7,SONY
16526,6.7,SONY
5276,6.6,SONY
5310,6.6,SONY
5229,6.6,SONY
348,6.6,SONY
12260,6.6,SONY
4849,6.6,SONY
11950,6.6,SONY
14983,6.6,SONY
6205,6.6,SONY
12031,6.6,SONY
11984,6.6,SONY
15336,6.6,SONY
5609,6.6,SONY
5200,6.6,SONY
15673,6.6,SONY
14716,6.6,SONY
5731,6.6,SONY
4970,6.6,SONY
15203,6.6,SONY
11734,6.6,SONY
11728,6.6,SONY
12513,6.6,SONY
12326,6.6,SONY
12499,6.6,SONY
12227,6.6,SONY
4763,6.6,SONY
15427,6.6,SONY
12089,6.6,SONY
11682,6.6,SONY
14797,6.6,SONY
4798,6.6,SONY
5610,6.6,SONY
1018,6.6,SONY
12106,6.6,SONY
14860,6.6,SONY
15563,6.6,SONY
14634,6.6,SONY
6041,6.6,SONY
4660,6.6,SONY
12028,6.6,SONY
9766,6.6,SONY
15744,6.6,SONY
13017,6.6,SONY
16151,6.6,SONY
13806,6.6,SONY
1866,6.6,SONY
8629,6.6,SONY
10434,6.6,SONY
8540,6.6,SONY
13855,6.6,SONY
3168,6.6,SONY
8474,6.6,SONY
8303,6.6,SONY
1713,6.6,SONY
10738,6.6,SONY
10766,6.6,SONY
17354,6.6,SONY
11199,6.6,SONY
14057,6.6,SONY
13005,6.6,SONY
16630,6.6,SONY
3501,6.6,SONY
12968,6.6,SONY
7846,6.6,SONY
7791,6.6,SONY
3517,6.6,SONY
3539,6.6,SONY
11024,6.6,SONY
11027,6.6,SONY
7571,6.6,SONY
14209,6.6,SONY
8838,6.6,SONY
13191,6.6,SONY
8886,6.6,SONY
13206,6.6,SONY
13404,6.6,SONY
9775,6.6,SONY
9705,6.6,SONY
9619,6.6,SONY
13358,6.6,SONY
9581,6.6,SONY
13334,6.6,SONY
9945,6.6,SONY
9454,6.6,SONY
9400,6.6,SONY
9993,6.6,SONY
16447,6.6,SONY
9327,6.6,SONY
13578,6.6,SONY
13260,6.6,SONY
9276,6.6,SONY
13617,6.6,SONY
13632,6.6,SONY
13652,6.6,SONY
9165,6.6,SONY
9164,6.6,SONY
9145,6.6,SONY
9111,6.6,SONY
9019,6.6,SONY
8983,6.6,SONY
16228,6.6,SONY
17256,6.6,SONY
11146,6.6,SONY
7362,6.6,SONY
6834,6.6,SONY
6769,6.6,SONY
6686,6.6,SONY
11416,6.6,SONY
14396,6.6,SONY
14424,6.6,SONY
11405,6.6,SONY
14332,6.6,SONY
1270,6.6,SONY
6737,6.6,SONY
17149,6.6,SONY
15777,6.6,SONY
14302,6.6,SONY
3826,6.6,SONY
14354,6.6,SONY
15088,6.5,SONY
15876,6.5,SONY
17590,6.5,SONY
15476,6.5,SONY
13848,6.5,SONY
11994,6.5,SONY
11407,6.5,SONY
8581,6.5,SONY
10455,6.5,SONY
6699,6.5,SONY
8920,6.5,SONY
13714,6.5,SONY
15049,6.5,SONY
15053,6.5,SONY
1313,6.5,SONY
17078,6.5,SONY
17727,6.5,SONY
4607,6.5,SONY
10277,6.5,SONY
5977,6.5,SONY
9069,6.5,SONY
8805,6.5,SONY
8780,6.5,SONY
5772,6.5,SONY
14380,6.5,SONY
1886,6.5,SONY
912,6.5,SONY
14278,6.5,SONY
374,6.5,SONY
16901,6.5,SONY
9484,6.5,SONY
15289,6.5,SONY
6280,6.5,SONY
9846,6.5,SONY
9618,6.5,SONY
15317,6.5,SONY
685,6.5,SONY
13670,6.5,SONY
17587,6.5,SONY
13396,6.5,SONY
9753,6.5,SONY
11587,6.5,SONY
9772,6.5,SONY
9757,6.5,SONY
13331,6.5,SONY
11541,6.5,SONY
17223,6.5,SONY
4149,6.5,SONY
9381,6.5,SONY
4715,6.5,SONY
13275,6.5,SONY
4012,6.5,SONY
13248,6.5,SONY
12143,6.5,SONY
15150,6.5,SONY
6530,6.5,SONY
5080,6.5,SONY
4689,6.5,SONY
14407,6.5,SONY
2106,6.5,SONY
16088,6.5,SONY
12713,6.5,SONY
8606,6.5,SONY
4416,6.5,SONY
11136,6.5,SONY
14697,6.5,SONY
4259,6.5,SONY
6975,6.5,SONY
14219,6.5,SONY
12436,6.5,SONY
14047,6.5,SONY
3466,6.5,SONY
17474,6.5,SONY
8006,6.5,SONY
11862,6.5,SONY
14062,6.5,SONY
11795,6.5,SONY
7024,6.5,SONY
7443,6.5,SONY
14071,6.5,SONY
5701,6.5,SONY
17786,6.5,SONY
10496,6.5,SONY
12952,6.5,SONY
12879,6.5,SONY
12806,6.5,SONY
4304,6.5,SONY
14194,6.5,SONY
14126,6.5,SONY
14189,6.5,SONY
7686,6.5,SONY
17415,6.5,SONY
14696,6.5,SONY
14045,6.5,SONY
11900,6.5,SONY
7326,6.5,SONY
6856,6.5,SONY
8487,6.5,SONY
7245,6.5,SONY
17316,6.5,SONY
10534,6.5,SONY
14245,6.5,SONY
8446,6.5,SONY
3683,6.5,SONY
14292,6.5,SONY
5945,6.5,SONY
10614,6.5,SONY
13075,6.5,SONY
12523,6.5,SONY
15891,6.5,SONY
14935,6.5,SONY
6241,6.5,SONY
14347,6.5,SONY
16578,6.5,SONY
13960,6.5,SONY
1738,6.5,SONY
16322,6.4,SONY
15945,6.4,SONY
12680,6.4,SONY
12802,6.4,SONY
12287,6.4,SONY
13570,6.4,SONY
14528,6.4,SONY
15313,6.4,SONY
15710,6.4,SONY
13338,6.4,SONY
13457,6.4,SONY
12835,6.4,SONY
13348,6.4,SONY
15717,6.4,SONY
17640,6.4,SONY
13443,6.4,SONY
13424,6.4,SONY
14503,6.4,SONY
14987,6.4,SONY
14153,6.4,SONY
16788,6.4,SONY
14002,6.4,SONY
13981,6.4,SONY
17332,6.4,SONY
13073,6.4,SONY
15093,6.4,SONY
17299,6.4,SONY
15057,6.4,SONY
13697,6.4,SONY
13925,6.4,SONY
15545,6.4,SONY
13821,6.4,SONY
13099,6.4,SONY
17053,6.4,SONY
13838,6.4,SONY
15491,6.4,SONY
12358,6.4,SONY
14474,6.4,SONY
16274,6.4,SONY
17407,6.4,SONY
16781,6.4,SONY
15174,6.4,SONY
13251,6.4,SONY
15701,6.4,SONY
17228,6.4,SONY
12467,6.4,SONY
12991,6.4,SONY
13618,6.4,SONY
14624,6.4,SONY
12955,6.4,SONY
12981,6.4,SONY
15670,6.4,SONY
13224,6.4,SONY
12420,6.4,SONY
9017,6.4,SONY
10514,6.4,SONY
3234,6.4,SONY
